,tag_type,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,release_stage,release_strategy,avg_length,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,counting_method,tag_loss_rate,release_location_name,hatchery_location_name,release_location_rmis_basin,tagged_adclipped,tagged_unclipped,untagged_adclipped,untagged_unclipped,untagged_unknown
0,NaN,5,3,2015,20160316,20160316,3F10511 100029 R,3F10511 100029 H,F,FR,51,NaN,NaN,NaN,NaN,0,66820,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,66820,0
1,16,3,4,2015,20160424,20160509,3F10511 100031 R,3F10511 100029 H,S,VO,NaN,NaN,NaN,NaN,NaN,0,828,NaN,NaN,B,NaN,WHITE R 10.0031,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,828,0
2,12,2,3,2020,20220523,20220523,3F10511 100600 R04,3F10511 100414 H,S,FR,145,5000,51110,NaN,NaN,5000,10889,NaN,NaN,B,0.0129,KAPOWSIN LK NET PENS,VOIGHTS CR HATCHERY,PUYA,51110,0,10889,0,0
3,NaN,5,3,2017,20180308,20180308,3F10511 100029 R,3F10511 100029 H,F,VO,50,NaN,NaN,NaN,NaN,0,89800,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,89800,0
4,NaN,5,3,2017,20180312,20180312,3F10511 100029 R,3F10511 100029 H,F,VO,49,NaN,NaN,NaN,NaN,0,707850,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,707850,0
5,NaN,5,3,2017,20180320,20180320,3F10511 100029 R,3F10511 100029 H,F,VO,49,NaN,NaN,NaN,NaN,0,367800,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,367800,0
6,NaN,5,3,2017,20180308,20180308,3F10511 100029 R,3F10511 100029 H,F,VO,51,NaN,NaN,NaN,NaN,0,91920,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,91920,0
7,NaN,5,3,2017,20180327,20180327,3F10511 100029 R,3F10511 100029 H,F,VO,52,NaN,NaN,NaN,NaN,0,91900,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,91900,0
8,NaN,5,3,2017,20180308,20180308,3F10511 100029 R,3F10511 100029 H,F,VO,50,NaN,NaN,NaN,NaN,0,89800,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,89800,0
9,NaN,2,3,2016,20180515,20180515,3F10511 100027 H01,3F10511 100414 H,S,FR,125,NaN,NaN,NaN,NaN,5000,144190,NaN,NaN,B,NaN,CLARKS CRK HATCHERY,VOIGHTS CR HATCHERY,PUYA,0,0,144190,0,0
10,NaN,5,3,2017,20180327,20180327,3F10511 100029 R,3F10511 100029 H,F,VO,51,NaN,NaN,NaN,NaN,0,91900,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,91900,0
11,NaN,5,3,2017,20180330,20180330,3F10511 100029 R,3F10511 100029 H,F,VO,41,NaN,NaN,NaN,NaN,0,198000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,198000,0
12,NaN,5,3,2017,20180221,20180221,3F10511 100029 R,3F10511 100029 H,E,VO,NaN,NaN,NaN,NaN,NaN,0,88100,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,88100,0
13,NaN,5,3,2019,20200323,20200323,3F10511 100029 R,3F10511 100029 H,F,FR,55,NaN,NaN,NaN,NaN,0,98300,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,98300,0
14,NaN,5,3,2017,20180304,20180304,3F10511 100029 R,3F10511 100029 H,E,VO,35,NaN,NaN,NaN,NaN,0,360600,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,360600,0
15,NaN,5,3,2017,20180308,20180308,3F10511 100029 R,3F10511 100029 H,F,VO,NaN,NaN,NaN,NaN,NaN,0,91920,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,91920,0
16,16,3,4,2019,20200328,20200328,3F10511 100080 R,3F10511 100029 H,S,FR,180,NaN,NaN,NaN,NaN,0,30200,NaN,NaN,B,NaN,CLEARWATER R 10.0080,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,30200,0
17,NaN,5,3,2017,20180403,20180403,3F10511 100029 R,3F10511 100029 H,F,VO,53,NaN,NaN,NaN,NaN,0,283100,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,283100,0
18,NaN,5,3,2019,20200417,20200417,3F10511 100029 R,3F10511 100029 H,F,FR,58,NaN,NaN,NaN,NaN,0,83550,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,83550,0
19,12,2,3,2016,20180515,20180515,3F10511 10 R73,3F10511 100414 H,S,FR,120,5000,97436,NaN,NaN,5000,2564,NaN,NaN,B,0.0256,COWSKL & RUSHWTR PDS,VOIGHTS CR HATCHERY,PUYA,97436,0,2564,0,0
20,NaN,5,3,2019,20200408,20200408,3F10511 100029 R,3F10511 100029 H,F,FR,53,NaN,NaN,NaN,NaN,0,83550,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,83550,0
21,NaN,5,3,2021,20220217,20220217,3F10511 100027 R,3F10511 100029 H,F,FR,38,NaN,NaN,NaN,NaN,0,14730,NaN,NaN,B,NaN,CLARKS CR 10.0027,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,14730,0
22,NaN,5,3,2016,20170309,20170309,3F10511 100029 R,3F10511 100029 H,F,FR,50,NaN,NaN,NaN,NaN,0,91939,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,91939,0
23,16,3,4,2016,20170524,20170524,3F10511 100129 R,3F10511 100029 H,S,FR,152,NaN,NaN,NaN,NaN,0,27625,NaN,NaN,B,NaN,28 MILE CR 10.0129,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,27625,0
24,NaN,5,3,2016,20170309,20170309,3F10511 100029 R,3F10511 100029 H,F,FR,52,NaN,NaN,NaN,NaN,0,91940,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,91940,0
25,NaN,5,3,2016,20170309,20170309,3F10511 100029 R,3F10511 100029 H,F,FR,49,NaN,NaN,NaN,NaN,0,91942,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,91942,0
26,NaN,5,3,2016,20170317,20170317,3F10511 100029 R,3F10511 100029 H,F,FR,53,NaN,NaN,NaN,NaN,0,100300,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,100300,0
27,NaN,5,3,2021,20220228,20220228,3F10511 100029 R,3F10511 100029 H,F,FR,52,NaN,NaN,NaN,NaN,0,83795,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,83795,0
28,NaN,5,3,2016,20170317,20170317,3F10511 100029 R,3F10511 100029 H,F,FR,49,NaN,NaN,NaN,NaN,0,234000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,234000,0
29,NaN,5,3,2021,20220304,20220304,3F10511 100027 R,3F10511 100029 H,F,FR,42,NaN,NaN,NaN,NaN,0,14522,NaN,NaN,B,NaN,CLARKS CR 10.0027,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,14522,0
30,NaN,5,3,2016,20170413,20170413,3F10511 100029 R,3F10511 100029 H,F,FR,52,NaN,NaN,NaN,NaN,0,79350,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,79350,0
31,NaN,5,3,2016,20170425,20170425,3F10511 100029 R,3F10511 100029 H,F,FR,51,NaN,NaN,NaN,NaN,0,81350,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,81350,0
32,NaN,5,3,2021,20220316,20220316,3F10511 100029 R,3F10511 100029 H,F,FR,54,NaN,NaN,NaN,NaN,0,104900,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,104900,0
33,NaN,5,3,2016,20170420,20170420,3F10511 100029 R,3F10511 100029 H,F,FR,33,NaN,NaN,NaN,NaN,0,221540,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,221540,0
34,NaN,5,3,2021,20220304,20220304,3F10511 100027 R,3F10511 100029 H,F,FR,42,NaN,NaN,NaN,NaN,0,14236,NaN,NaN,B,NaN,CLARKS CR 10.0027,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,14236,0
35,NaN,5,3,2021,20220311,20220311,3F10511 100029 R,3F10511 100029 H,F,FR,52,NaN,NaN,NaN,NaN,0,104980,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,104980,0
36,NaN,5,3,2016,20170324,20170324,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,300800,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,300800,0
37,NaN,5,3,2016,20170323,20170323,3F10511 100029 R,3F10511 100029 H,F,FR,46,NaN,NaN,NaN,NaN,0,560000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,560000,0
38,NaN,5,3,2016,20170327,20170327,3F10511 100029 R,3F10511 100029 H,F,FR,49,NaN,NaN,NaN,NaN,0,100300,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,100300,0
39,NaN,5,3,2016,20170413,20170413,3F10511 100029 R,3F10511 100029 H,F,FR,53,NaN,NaN,NaN,NaN,0,79350,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,79350,0
40,NaN,5,3,2020,20210308,20210308,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,283005,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,283005,0
41,NaN,5,3,2020,20210217,20210217,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,190470,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,190470,0
42,12,2,3,2015,20170518,20170518,3F10511 100625 R01,3F10511 100414 H,S,FR,125,5000,97908,0,1194,5000,398,NaN,NaN,B,0.004,RUSHINGWATER AC POND,VOIGHTS CR HATCHERY,PUYA,97908,1194,398,0,0
43,NaN,5,3,2020,20210319,20210319,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,59980,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,59980,0
44,16,3,4,2020,20210430,20210430,3F10511 100080 R,3F10511 100029 H,S,FR,NaN,NaN,NaN,NaN,NaN,0,18270,NaN,NaN,B,NaN,CLEARWATER R 10.0080,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,18270,0
45,16,3,4,2020,20210505,20210505,3F10511 100080 R,3F10511 100029 H,S,FR,NaN,NaN,NaN,NaN,NaN,0,10553,NaN,NaN,B,NaN,CLEARWATER R 10.0080,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,10553,0
46,NaN,5,3,2020,20210406,20210406,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,7500,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,7500,0
47,NaN,5,3,2020,20210419,20210419,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,4400,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,4400,0
48,NaN,5,3,2020,20210308,20210308,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,102100,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,102100,0
49,NaN,5,3,2020,20210319,20210319,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,59980,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,59980,0
50,NaN,5,3,2020,20210308,20210308,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,99500,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,99500,0
51,NaN,5,3,2020,20210308,20210308,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,96750,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,96750,0
52,NaN,5,3,2015,20160416,20160416,3F10511 100029 R,3F10511 100029 H,F,FR,51,NaN,NaN,NaN,NaN,0,690250,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,690250,0
53,NaN,5,3,2002,20030324,20030324,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,40500,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,40500,0
54,NaN,5,3,2002,20030314,20030314,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,639000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,639000,0
55,NaN,5,3,2002,20030324,20030324,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,80000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,80000,0
56,NaN,5,3,2002,20030605,20030605,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,30000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,30000,0
57,NaN,5,3,2002,20030324,20030324,3F10511 100029 R,3F10511 100029 H,E,FR,NaN,NaN,NaN,NaN,NaN,0,107800,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,107800,0
58,NaN,5,3,2002,20030402,20030402,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,79990,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,79990,0
59,NaN,5,3,2002,20030324,20030324,3F10511 100029 R,3F10511 100029 H,E,FR,NaN,NaN,NaN,NaN,NaN,0,107800,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,107800,0
60,NaN,5,3,2002,20030430,20030430,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,320000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,320000,0
61,NaN,5,3,2002,20030208,20030208,3F10511 100029 R,3F10511 100029 H,E,VO,NaN,NaN,NaN,NaN,NaN,0,50000,NaN,NaN,NaN,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,50000,0
62,NaN,5,3,2002,20030324,20030324,3F10511 100029 R,3F10511 100029 H,E,FR,NaN,NaN,NaN,NaN,NaN,0,140140,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,140140,0
63,NaN,5,3,2002,20030402,20030402,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,79990,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,79990,0
64,NaN,5,3,2002,20030410,20030410,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,710000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,710000,0
65,NaN,1,3,2002,20030527,20030527,3F10511 100029 R,3F10511 100029 H,G,FR,NaN,NaN,NaN,NaN,NaN,5000,125219,0,9281,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,125219,9281,0
66,NaN,2,NaN,2021,20230412,20230414,3F10511 100414 R,3F10511 100414 H,Y,VO,129,NaN,NaN,NaN,NaN,5000,253945,0,1481,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,253945,1481,0
67,12,1,3,2002,20030602,20030602,3F10511 100021 R46,3F10511 100021 H46,G,VO,NaN,5000,176757,0,13073,5000,9610,0,760,C,0.0518,COWSKULL ACCLIM POND,COWSKULL ACCLIM POND,PUYA,176757,13073,9610,760,0
68,13,2,NaN,1999,20010415,20010430,3F10511 100414 R,3F10511 100414 H,Y,NaN,124,5000,43713,0,892,5000,194,0,4,NaN,0.0044,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,43713,892,194,4,0
69,16,3,4,2018,20190510,20190510,3F10511 100129 R,3F10511 100029 H,S,FR,153,NaN,NaN,NaN,NaN,0,34550,NaN,NaN,B,NaN,28 MILE CR 10.0129,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,34550,0
70,NaN,5,3,2018,20190322,20190322,3F10511 100029 R,3F10511 100029 H,F,FR,50,NaN,NaN,NaN,NaN,0,430500,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,430500,0
71,NaN,5,3,2018,20190314,20190314,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,364600,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,364600,0
72,NaN,5,3,2018,20190301,20190314,3F10511 100029 R,3F10511 100029 H,F,VO,NaN,NaN,NaN,NaN,NaN,0,413000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,413000,0
73,NaN,5,3,2001,20020325,20020325,3F10511 100029 R,3F10511 100029 H,F,FR,37,NaN,NaN,NaN,NaN,0,340000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,340000,0
74,NaN,5,3,2001,20020319,20020319,3F10511 100029 R,3F10511 100029 H,Z,VO,NaN,NaN,NaN,NaN,NaN,0,50000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,50000,0
75,NaN,5,3,2001,20020325,20020325,3F10511 100029 R,3F10511 100029 H,F,FR,56,NaN,NaN,NaN,NaN,0,79000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,79000,0
76,NaN,5,3,2001,20020425,20020425,3F10511 100029 R,3F10511 100029 H,F,FR,57,NaN,NaN,NaN,NaN,0,117400,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,117400,0
77,NaN,5,3,2001,20020402,20020402,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,405500,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,405500,0
78,NaN,5,3,2001,20020514,20020514,3F10511 100029 R,3F10511 100029 H,F,FR,49,NaN,NaN,NaN,NaN,0,143025,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,143025,0
79,NaN,5,3,2001,20020425,20020425,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,108700,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,108700,0
80,NaN,5,3,2001,20020516,20020516,3F10511 100029 R,3F10511 100029 H,F,FR,50,NaN,NaN,NaN,NaN,0,30500,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,30500,0
81,NaN,5,3,2001,20020524,20020524,3F10511 100029 R,3F10511 100029 H,F,FR,54,NaN,NaN,NaN,NaN,0,229000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,229000,0
82,13,2,NaN,2009,20110401,20110413,3F10511 100414 R,3F10511 100414 H,Y,VO,132,0,43632,NaN,NaN,0,2422,NaN,NaN,NaN,0.0526,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,43632,0,2422,0
83,NaN,5,3,2000,20010427,20010427,3F10511 100029 R,3F10511 100029 H,F,FR,47,NaN,NaN,NaN,NaN,0,125000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,125000,0
84,NaN,5,3,2000,20010427,20010427,3F10511 100029 R,3F10511 100029 H,F,FR,50,NaN,NaN,NaN,NaN,0,125000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,125000,0
85,NaN,5,3,2000,20010427,20010427,3F10511 100029 R,3F10511 100029 H,F,FR,48,NaN,NaN,NaN,NaN,0,125000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,125000,0
86,NaN,5,3,2000,20010427,20010427,3F10511 100029 R,3F10511 100029 H,F,FR,53,NaN,NaN,NaN,NaN,0,62500,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,62500,0
87,13,2,3,2004,20060530,20060530,3F10511 10 R73,3F10511 100021 H46,S,VO,NaN,5000,101527,0,820,5000,205,0,1,B,0.002,COWSKL & RUSHWTR PDS,COWSKULL ACCLIM POND,PUYA,101527,820,205,1,0
88,NaN,5,3,2000,20010507,20010507,3F10511 100029 R,3F10511 100029 H,F,FR,46,NaN,NaN,NaN,NaN,0,160000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,160000,0
89,NaN,5,3,2000,20010507,20010507,3F10511 100029 R,3F10511 100029 H,F,FR,58,NaN,NaN,NaN,NaN,0,379500,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,379500,0
90,12,1,3,2000,20010615,20010615,3F10511 100029 R,3F10511 100029 H,G,VO,NaN,5000,105750,0,870,5000,2830,0,650,C,0.0138,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,105750,870,2830,650,0
91,NaN,3,4,2013,20141013,20141013,3F546 08 NMRLHG R,3F10511 100027 H,S,FR,NaN,NaN,NaN,NaN,NaN,5000,7000,NaN,NaN,NaN,NaN,GREEN LK (KING),PUYALLUP HATCHERY,LAKW,0,0,7000,0,0
92,NaN,5,3,2001,20020325,20020325,3F10511 100029 R,3F10511 100029 H,F,FR,50,NaN,NaN,NaN,NaN,0,553000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,553000,0
93,NaN,5,3,2001,20020325,20020325,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,79000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,79000,0
94,12,1,3,2022,20230531,20230602,3F10511 100414 R,3F10511 100414 H,NaN,VO,80,5000,201836,0,1464,5000,202,0,1,NaN,0.001,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,201836,1464,202,1,0
95,NaN,2,NaN,2001,20030415,20030430,3F10511 100414 R,3F10511 100414 H,Y,NaN,121,NaN,NaN,NaN,NaN,5000,396500,NaN,NaN,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,396500,0,0
96,NaN,3,4,2013,20141103,20141103,3F546 09 NF5J5N R,3F10511 100027 H,S,FR,NaN,NaN,NaN,NaN,NaN,5000,4500,NaN,NaN,NaN,NaN,ANGLE LK (KING),PUYALLUP HATCHERY,DUWA,0,0,4500,0,0
97,NaN,5,3,2000,20010404,20010404,3F10511 100029 R,3F10511 100029 H,F,FR,51,NaN,NaN,NaN,NaN,0,396000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,396000,0
98,NaN,5,3,2000,20010313,20010313,3F10511 100029 R,3F10511 100029 H,F,FR,41,NaN,NaN,NaN,NaN,0,401280,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,401280,0
99,NaN,5,3,2009,20100221,20100221,3F10511 120002AR,3F10511 100029 H,Z,FR,NaN,NaN,NaN,NaN,NaN,0,30000,NaN,NaN,B,NaN,PUGET PARK CR120002A,PUYALLUP TRIBAL HATCHERY,DUWA,0,0,0,30000,0
100,NaN,2,NaN,2018,20200401,20200406,3F10511 100414 R,3F10511 100414 H,Y,VO,123,NaN,NaN,NaN,NaN,5000,313134,0,2366,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,313134,2366,0
101,NaN,5,3,2014,20150316,20150316,3F10511 100029 R,3F10511 100029 H,F,FR,50,NaN,NaN,NaN,NaN,0,367000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,367000,0
102,NaN,5,3,2014,20150330,20150330,3F10511 100029 R,3F10511 100029 H,F,FR,36,NaN,NaN,NaN,NaN,0,431800,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,431800,0
103,16,3,4,2014,20150423,20150423,3F10511 100080 R,3F10511 100029 H,S,FR,174,NaN,NaN,NaN,NaN,0,31219,NaN,NaN,B,NaN,CLEARWATER R 10.0080,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,31219,0
